loss,hyperparameters,iteration,runtime,score,std
0.5731665867744805,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.5504418776996437, 'learning_rate': 0.11561730001091923, 'limit_max_depth': True, 'max_depth': 7, 'min_child_samples': 50, 'num_leaves': 36, 'reg_alpha': 0.8341146581353421, 'reg_lambda': 0.678779125784128, 'subsample_for_bin': 94000, 'subsample': 0.6867202278563365, 'subsample_freq': 2, 'n_estimators': 42}",58,1.6850814443860145,0.4268334132255195,0.007785094484989875
0.5688961372887158,"{'boosting_type': 'dart', 'colsample_bytree': 0.5010042970094645, 'learning_rate': 0.15065750939662778, 'limit_max_depth': True, 'max_depth': 20, 'min_child_samples': 5, 'num_leaves': 40, 'reg_alpha': 0.6347794130952714, 'reg_lambda': 0.4829954663604571, 'subsample_for_bin': 74000, 'drop_rate': 0.44819843198406717, 'subsample': 0.9217507988110267, 'subsample_freq': 3, 'n_estimators': 49}",59,8.478042997772423,0.43110386271128415,0.012836897228116135
0.5618467629538609,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.615383516014792, 'learning_rate': 0.10289316507448042, 'limit_max_depth': True, 'max_depth': 25, 'min_child_samples': 35, 'num_leaves': 33, 'reg_alpha': 0.5713922403693303, 'reg_lambda': 0.9608107023451626, 'subsample_for_bin': 8000, 'subsample': 0.8440011530307081, 'subsample_freq': 8, 'n_estimators': 40}",60,2.4284559338165765,0.43815323704613907,0.024155457986377613
0.5502069795170055,"{'boosting_type': 'dart', 'colsample_bytree': 0.5837940884401358, 'learning_rate': 0.08747145142304939, 'limit_max_depth': False, 'max_depth': -1, 'min_child_samples': 30, 'num_leaves': 48, 'reg_alpha': 0.6965720513788256, 'reg_lambda': 0.0007897920618364362, 'subsample_for_bin': 36000, 'drop_rate': 0.36074836152796985, 'subsample': 0.5948207901538696, 'subsample_freq': 7, 'n_estimators': 86}",61,8.146931412075082,0.4497930204829945,0.022416878391501662
0.5754166099422224,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.7742654364838595, 'learning_rate': 0.06402520933140646, 'limit_max_depth': True, 'max_depth': 3, 'min_child_samples': 15, 'num_leaves': 20, 'reg_alpha': 0.7501943941934768, 'reg_lambda': 0.9044194281717681, 'subsample_for_bin': 26000, 'subsample': 0.9240065359609955, 'subsample_freq': 6, 'n_estimators': 74}",62,1.6770454456634525,0.4245833900577775,0.007406108304739531
0.5746822281104528,"{'boosting_type': 'dart', 'colsample_bytree': 0.7272404279862277, 'learning_rate': 0.03125616541065752, 'limit_max_depth': True, 'max_depth': 11, 'min_child_samples': 20, 'num_leaves': 9, 'reg_alpha': 0.4711022819418618, 'reg_lambda': 0.2512365562961457, 'subsample_for_bin': 30000, 'drop_rate': 0.3152963074858806, 'subsample': 0.7746417604938608, 'subsample_freq': 9, 'n_estimators': 79}",63,4.761381509007788,0.4253177718895472,0.020240637578742844
0.5664948929531339,"{'boosting_type': 'goss', 'colsample_bytree': 0.9864236761426735, 'learning_rate': 0.12896599869580172, 'limit_max_depth': True, 'max_depth': 5, 'min_child_samples': 5, 'num_leaves': 29, 'reg_alpha': 0.39776498109444625, 'reg_lambda': 0.8415849479033283, 'subsample_for_bin': 50000, 'subsample': 1.0, 'subsample_freq': 0, 'n_estimators': 77}",64,2.5548950912304464,0.433505107046866,0.02625993572633179
0.5705459639221542,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.523318939528421, 'learning_rate': 0.04887007039350564, 'limit_max_depth': False, 'max_depth': -1, 'min_child_samples': 45, 'num_leaves': 22, 'reg_alpha': 0.8745179389929529, 'reg_lambda': 0.3283969705424011, 'subsample_for_bin': 14000, 'subsample': 0.7728046060268459, 'subsample_freq': 4, 'n_estimators': 36}",65,2.717338182007734,0.4294540360778458,0.0038635872304421644
0.5551916544505144,"{'boosting_type': 'dart', 'colsample_bytree': 0.5800757129543157, 'learning_rate': 0.08878386332539374, 'limit_max_depth': False, 'max_depth': -1, 'min_child_samples': 30, 'num_leaves': 48, 'reg_alpha': 0.6942629819705638, 'reg_lambda': 0.051758107089299316, 'subsample_for_bin': 36000, 'drop_rate': 0.3573463894345439, 'subsample': 0.5881756316370437, 'subsample_freq': 7, 'n_estimators': 80}",66,9.757095943037985,0.44480834554948556,0.007660516331211357
0.5658307062444329,"{'boosting_type': 'dart', 'colsample_bytree': 0.6318179934800012, 'learning_rate': 0.08688387790675228, 'limit_max_depth': False, 'max_depth': -1, 'min_child_samples': 20, 'num_leaves': 44, 'reg_alpha': 0.8097144917260485, 'reg_lambda': 0.11588677347522282, 'subsample_for_bin': 44000, 'drop_rate': 0.26727980385154365, 'subsample': 0.6921809328317607, 'subsample_freq': 6, 'n_estimators': 72}",67,11.39662813965415,0.4341692937555671,0.028040857247109696
0.5628836174937145,"{'boosting_type': 'dart', 'colsample_bytree': 0.5587131579138218, 'learning_rate': 0.07673899997309783, 'limit_max_depth': False, 'max_depth': -1, 'min_child_samples': 25, 'num_leaves': 48, 'reg_alpha': 0.6600966104627062, 'reg_lambda': 0.0800501605259066, 'subsample_for_bin': 58000, 'drop_rate': 0.3802236851281911, 'subsample': 0.6303353478594348, 'subsample_freq': 8, 'n_estimators': 131}",68,11.836384321654714,0.4371163825062855,0.015776996327148022
0.5682558913970356,"{'boosting_type': 'dart', 'colsample_bytree': 0.5345883677034666, 'learning_rate': 0.11444716320132786, 'limit_max_depth': False, 'max_depth': -1, 'min_child_samples': 30, 'num_leaves': 45, 'reg_alpha': 0.5421229308983817, 'reg_lambda': 0.21808439925755435, 'subsample_for_bin': 20000, 'drop_rate': 0.30053592555616415, 'subsample': 0.5872617159238062, 'subsample_freq': 5, 'n_estimators': 46}",69,5.3045725941211,0.4317441086029644,0.016250984020205934
0.5567825856701677,"{'boosting_type': 'dart', 'colsample_bytree': 0.6796315815805383, 'learning_rate': 0.10025747226311436, 'limit_max_depth': False, 'max_depth': -1, 'min_child_samples': 40, 'num_leaves': 50, 'reg_alpha': 0.7420094562710665, 'reg_lambda': 0.006315188860993569, 'subsample_for_bin': 28000, 'drop_rate': 0.34454174659546283, 'subsample': 0.7294960726224908, 'subsample_freq': 7, 'n_estimators': 138}",70,13.165729841414077,0.4432174143298323,0.020882878991405368
0.5708757846697049,"{'boosting_type': 'dart', 'colsample_bytree': 0.5961349712337947, 'learning_rate': 0.09500548842127124, 'limit_max_depth': False, 'max_depth': -1, 'min_child_samples': 35, 'num_leaves': 35, 'reg_alpha': 0.9362922176724711, 'reg_lambda': 0.15229401794894876, 'subsample_for_bin': 40000, 'drop_rate': 0.2375765051562917, 'subsample': 0.6640206075521704, 'subsample_freq': 6, 'n_estimators': 51}",71,4.859580349131465,0.4291242153302951,0.022785227806716452
0.5635098786415839,"{'boosting_type': 'dart', 'colsample_bytree': 0.6186641374034564, 'learning_rate': 0.05310988784968256, 'limit_max_depth': False, 'max_depth': -1, 'min_child_samples': 10, 'num_leaves': 47, 'reg_alpha': 0.5904932221438195, 'reg_lambda': 0.1902368988201541, 'subsample_for_bin': 68000, 'drop_rate': 0.261275135943594, 'subsample': 0.527822525448467, 'subsample_freq': 8, 'n_estimators': 84}",72,7.79046684412333,0.43649012135841614,0.01639935911140647
0.5748456835870267,"{'boosting_type': 'dart', 'colsample_bytree': 0.6637630305606176, 'learning_rate': 0.07590425571557062, 'limit_max_depth': False, 'max_depth': -1, 'min_child_samples': 25, 'num_leaves': 38, 'reg_alpha': 0.6849190853945927, 'reg_lambda': 0.4515980225449808, 'subsample_for_bin': 46000, 'drop_rate': 0.4007481354700193, 'subsample': 0.7051820675328259, 'subsample_freq': 5, 'n_estimators': 150}",73,13.232948510599863,0.4251543164129733,0.01239036468996964
0.5528912464086515,"{'boosting_type': 'dart', 'colsample_bytree': 0.5022482130022166, 'learning_rate': 0.07014956084394726, 'limit_max_depth': False, 'max_depth': -1, 'min_child_samples': 15, 'num_leaves': 31, 'reg_alpha': 0.7720487158007854, 'reg_lambda': 0.391765529236424, 'subsample_for_bin': 54000, 'drop_rate': 0.18740487998699298, 'subsample': 0.5763772346098436, 'subsample_freq': 4, 'n_estimators': 64}",74,5.5922168039566715,0.4471087535913485,0.021587957613866154
0.5559341863825513,"{'boosting_type': 'dart', 'colsample_bytree': 0.6459009069503263, 'learning_rate': 0.06292975613327047, 'limit_max_depth': False, 'max_depth': -1, 'min_child_samples': 20, 'num_leaves': 41, 'reg_alpha': 0.874411775223326, 'reg_lambda': 0.2763048338020739, 'subsample_for_bin': 30000, 'drop_rate': 0.30342076746696744, 'subsample': 0.5009828782232366, 'subsample_freq': 3, 'n_estimators': 92}",75,8.894620047915577,0.4440658136174487,0.0219197408998513
0.5633436629071069,"{'boosting_type': 'dart', 'colsample_bytree': 0.5363939199770278, 'learning_rate': 0.10977345832018513, 'limit_max_depth': False, 'max_depth': -1, 'min_child_samples': 50, 'num_leaves': 42, 'reg_alpha': 0.8206551091686088, 'reg_lambda': 0.7948245228819775, 'subsample_for_bin': 6000, 'drop_rate': 0.4519436373895505, 'subsample': 0.5500523182231611, 'subsample_freq': 7, 'n_estimators': 64}",76,5.92584149461486,0.43665633709289314,0.00463373076792021
0.554703709419746,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.5756513481642946, 'learning_rate': 0.08286953441678321, 'limit_max_depth': True, 'max_depth': 15, 'min_child_samples': 25, 'num_leaves': 49, 'reg_alpha': 0.6371528737359254, 'reg_lambda': 0.5476778948198279, 'subsample_for_bin': 14000, 'subsample': 0.5089162943684402, 'subsample_freq': 5, 'n_estimators': 75}",77,2.5658719541008397,0.445296290580254,0.01796835072168912
0.5652797493084154,"{'boosting_type': 'dart', 'colsample_bytree': 0.6988887310489034, 'learning_rate': 0.056550276437126366, 'limit_max_depth': True, 'max_depth': 27, 'min_child_samples': 35, 'num_leaves': 45, 'reg_alpha': 0.5280468819445988, 'reg_lambda': 0.03984407357556442, 'subsample_for_bin': 36000, 'drop_rate': 0.2094349896469676, 'subsample': 0.6423168683145923, 'subsample_freq': 9, 'n_estimators': 82}",78,6.9441814526363945,0.43472025069158454,0.024319379521900088
0.5688607050057761,"{'boosting_type': 'goss', 'colsample_bytree': 0.5557616211097806, 'learning_rate': 0.17337452156062885, 'limit_max_depth': False, 'max_depth': -1, 'min_child_samples': 30, 'num_leaves': 27, 'reg_alpha': 0.9954267962457575, 'reg_lambda': 0.17406806606849273, 'subsample_for_bin': 48000, 'subsample': 1.0, 'subsample_freq': 0, 'n_estimators': 67}",79,1.8996946551023028,0.43113929499422393,0.027494826487036834
0.563493480490318,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.7609975186885358, 'learning_rate': 0.15788714808980783, 'limit_max_depth': True, 'max_depth': 21, 'min_child_samples': 15, 'num_leaves': 23, 'reg_alpha': 0.4549709582776471, 'reg_lambda': 0.6064632271796434, 'subsample_for_bin': 24000, 'subsample': 0.7712320255796563, 'subsample_freq': 7, 'n_estimators': 33}",80,2.565438747260896,0.436506519509682,0.003941243333211293
0.555774033669157,"{'boosting_type': 'dart', 'colsample_bytree': 0.5135841349100302, 'learning_rate': 0.09458828558917477, 'limit_max_depth': True, 'max_depth': 16, 'min_child_samples': 10, 'num_leaves': 30, 'reg_alpha': 0.7172313738600231, 'reg_lambda': 0.07375535842403763, 'subsample_for_bin': 52000, 'drop_rate': 0.42037879330809225, 'subsample': 0.6075132705315581, 'subsample_freq': 6, 'n_estimators': 161}",81,13.606187902183773,0.44422596633084294,0.029254881792223002
0.5653501106245606,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.632492306608106, 'learning_rate': 0.04472052574873633, 'limit_max_depth': False, 'max_depth': -1, 'min_child_samples': 40, 'num_leaves': 36, 'reg_alpha': 0.9085075027335672, 'reg_lambda': 0.11401244244354852, 'subsample_for_bin': 64000, 'subsample': 0.5887719311325359, 'subsample_freq': 2, 'n_estimators': 65}",82,2.089809454520173,0.43464988937543936,0.022508108599842112
0.5711623425456371,"{'boosting_type': 'dart', 'colsample_bytree': 0.5942339613991168, 'learning_rate': 0.14199273249597713, 'limit_max_depth': True, 'max_depth': 7, 'min_child_samples': 55, 'num_leaves': 32, 'reg_alpha': 0.7889447506890078, 'reg_lambda': 0.2223014531384727, 'subsample_for_bin': 32000, 'drop_rate': 0.28489051455666, 'subsample': 0.5480527605075899, 'subsample_freq': 9, 'n_estimators': 31}",83,3.182403449232834,0.4288376574543628,0.020282530624466995
0.5657381575994634,"{'boosting_type': 'goss', 'colsample_bytree': 0.7253847677064719, 'learning_rate': 0.1262705556082654, 'limit_max_depth': True, 'max_depth': 31, 'min_child_samples': 20, 'num_leaves': 43, 'reg_alpha': 0.5721374498719233, 'reg_lambda': 0.34856437762994275, 'subsample_for_bin': 58000, 'subsample': 1.0, 'subsample_freq': 0, 'n_estimators': 89}",84,2.5064961682866853,0.43426184240053656,0.027231069986062235
0.561361754238395,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.6556580247649736, 'learning_rate': 0.1069731096130481, 'limit_max_depth': False, 'max_depth': -1, 'min_child_samples': 5, 'num_leaves': 26, 'reg_alpha': 0.3344271242471459, 'reg_lambda': 0.5065443456917278, 'subsample_for_bin': 78000, 'subsample': 0.8549450459195512, 'subsample_freq': 3, 'n_estimators': 73}",85,3.226537254643472,0.43863824576160504,0.02127945634359975
0.5537463787942589,"{'boosting_type': 'dart', 'colsample_bytree': 0.6829278508751939, 'learning_rate': 0.08460998352742244, 'limit_max_depth': True, 'max_depth': 14, 'min_child_samples': 45, 'num_leaves': 19, 'reg_alpha': 0.4891781197809222, 'reg_lambda': 0.30968152831982804, 'subsample_for_bin': 2000, 'drop_rate': 0.32622393924422927, 'subsample': 0.700850169147771, 'subsample_freq': 4, 'n_estimators': 67}",86,5.196124113325413,0.4462536212057411,0.018750640966290043
0.559271748295265,"{'boosting_type': 'dart', 'colsample_bytree': 0.799206689239748, 'learning_rate': 0.060717736114936555, 'limit_max_depth': True, 'max_depth': 24, 'min_child_samples': 10, 'num_leaves': 40, 'reg_alpha': 0.6263045741065618, 'reg_lambda': 0.004215614924911543, 'subsample_for_bin': 72000, 'drop_rate': 0.3741735796795076, 'subsample': 0.763672483577709, 'subsample_freq': 2, 'n_estimators': 65}",87,8.681742033103546,0.44072825170473495,0.014352526312318977
0.5816085042376402,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.6084168748147859, 'learning_rate': 0.025322544620662073, 'limit_max_depth': False, 'max_depth': -1, 'min_child_samples': 30, 'num_leaves': 28, 'reg_alpha': 0.694167280238723, 'reg_lambda': 0.7000100394123325, 'subsample_for_bin': 40000, 'subsample': 0.9367243055656167, 'subsample_freq': 10, 'n_estimators': 20}",88,2.0378923741148354,0.4183914957623598,0.015954320976960763
0.5714374489344304,"{'boosting_type': 'dart', 'colsample_bytree': 0.5467839892364276, 'learning_rate': 0.06946444206384653, 'limit_max_depth': True, 'max_depth': 6, 'min_child_samples': 25, 'num_leaves': 13, 'reg_alpha': 0.9576800062530735, 'reg_lambda': 0.9402558075319513, 'subsample_for_bin': 44000, 'drop_rate': 0.14570483005760237, 'subsample': 0.8009970042078074, 'subsample_freq': 10, 'n_estimators': 75}",89,3.159229528173955,0.4285625510655696,0.02009333156799463
0.5595459108853356,"{'boosting_type': 'goss', 'colsample_bytree': 0.5139705911253435, 'learning_rate': 0.07992322528515802, 'limit_max_depth': True, 'max_depth': 20, 'min_child_samples': 15, 'num_leaves': 24, 'reg_alpha': 0.8525225139773451, 'reg_lambda': 0.3774846161889482, 'subsample_for_bin': 18000, 'subsample': 1.0, 'subsample_freq': 0, 'n_estimators': 126}",90,2.7666568898401693,0.44045408911466444,0.021013513381948613
0.5721355170393149,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.835985289296011, 'learning_rate': 0.11402894512347934, 'limit_max_depth': False, 'max_depth': -1, 'min_child_samples': 50, 'num_leaves': 38, 'reg_alpha': 0.6668958670193996, 'reg_lambda': 0.7500343935222419, 'subsample_for_bin': 34000, 'subsample': 0.5527051748603443, 'subsample_freq': 4, 'n_estimators': 31}",91,1.5860832203998143,0.42786448296068513,0.0181281453000685
0.5953926942809171,"{'boosting_type': 'dart', 'colsample_bytree': 0.5687027649266687, 'learning_rate': 0.03860380013246487, 'limit_max_depth': True, 'max_depth': 2, 'min_child_samples': 75, 'num_leaves': 7, 'reg_alpha': 0.5143960603213666, 'reg_lambda': 0.4119102511331293, 'subsample_for_bin': 12000, 'drop_rate': 0.24484219352126838, 'subsample': 0.847202432628178, 'subsample_freq': 7, 'n_estimators': 120}",92,3.0354420355905405,0.4046073057190829,0.02503659069032054
0.5617487780196775,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.592443786783473, 'learning_rate': 0.20038580646966153, 'limit_max_depth': True, 'max_depth': 13, 'min_child_samples': 35, 'num_leaves': 21, 'reg_alpha': 0.4269606878088119, 'reg_lambda': 0.6493433113085512, 'subsample_for_bin': 62000, 'subsample': 0.6789527632913099, 'subsample_freq': 8, 'n_estimators': 53}",93,1.8925283860222861,0.43825122198032257,0.010843524941143339
0.5616661716491793,"{'boosting_type': 'dart', 'colsample_bytree': 0.5430631670066157, 'learning_rate': 0.07361610924557757, 'limit_max_depth': False, 'max_depth': -1, 'min_child_samples': 20, 'num_leaves': 33, 'reg_alpha': 0.6009327929447229, 'reg_lambda': 0.44563265395476626, 'subsample_for_bin': 26000, 'drop_rate': 0.4750462193441667, 'subsample': 0.6508020500042327, 'subsample_freq': 8, 'n_estimators': 70}",94,7.836795974737106,0.43833382835082063,0.02568822699647365
0.568740763884449,"{'boosting_type': 'goss', 'colsample_bytree': 0.7038667930363074, 'learning_rate': 0.09267385425503409, 'limit_max_depth': True, 'max_depth': 37, 'min_child_samples': 60, 'num_leaves': 16, 'reg_alpha': 0.7326857289903899, 'reg_lambda': 0.8754113879282608, 'subsample_for_bin': 48000, 'subsample': 1.0, 'subsample_freq': 0, 'n_estimators': 101}",95,2.5969309186282317,0.43125923611555095,0.0096054529726311
0.5636364000974734,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.8743287009615424, 'learning_rate': 0.18042259166145327, 'limit_max_depth': True, 'max_depth': 18, 'min_child_samples': 5, 'num_leaves': 49, 'reg_alpha': 0.36534127170221076, 'reg_lambda': 0.5770433059123357, 'subsample_for_bin': 56000, 'subsample': 0.6309345659827887, 'subsample_freq': 1, 'n_estimators': 35}",96,3.4407360489752135,0.43636359990252666,0.016275847711787084
0.5529622483403086,"{'boosting_type': 'dart', 'colsample_bytree': 0.9380532837957687, 'learning_rate': 0.13649098207555962, 'limit_max_depth': False, 'max_depth': -1, 'min_child_samples': 30, 'num_leaves': 47, 'reg_alpha': 0.5479054651082875, 'reg_lambda': 0.2637355846756627, 'subsample_for_bin': 22000, 'drop_rate': 0.1648376169949241, 'subsample': 0.5650421787926219, 'subsample_freq': 5, 'n_estimators': 75}",97,8.350288903249202,0.4470377516596914,0.01136343865949796
0.5569345804649908,"{'boosting_type': 'dart', 'colsample_bytree': 0.5266770581623662, 'learning_rate': 0.14767032281396436, 'limit_max_depth': True, 'max_depth': 16, 'min_child_samples': 15, 'num_leaves': 36, 'reg_alpha': 0.07730411114331065, 'reg_lambda': 0.026666954705124646, 'subsample_for_bin': 42000, 'drop_rate': 0.19634919814540783, 'subsample': 0.6027582113201154, 'subsample_freq': 6, 'n_estimators': 53}",98,5.805330567925739,0.4430654195350092,0.01475920364590767
0.5646594150046843,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.6091807582188294, 'learning_rate': 0.09807579561372057, 'limit_max_depth': True, 'max_depth': 23, 'min_child_samples': 40, 'num_leaves': 25, 'reg_alpha': 0.9007910715555407, 'reg_lambda': 0.30244432192254816, 'subsample_for_bin': 36000, 'subsample': 0.7992106466523579, 'subsample_freq': 9, 'n_estimators': 67}",99,2.8160740501838517,0.4353405849953157,0.023477401131262385
0.5875991479655244,"{'boosting_type': 'dart', 'colsample_bytree': 0.7168144274994254, 'learning_rate': 0.03342224698758368, 'limit_max_depth': False, 'max_depth': -1, 'min_child_samples': 10, 'num_leaves': 3, 'reg_alpha': 0.783915055725233, 'reg_lambda': 0.5328818612193511, 'subsample_for_bin': 70000, 'drop_rate': 0.3148242851259827, 'subsample': 0.53083194133386, 'subsample_freq': 7, 'n_estimators': 164}",100,3.8341368884665825,0.41240085203447563,0.014268969659963259
